Listing Title,Monthly Costs,Availability,Size,Deposit,Key Price,Floor,Year Built,Nearest Station
"1LDK APARTMENT
IN MOTOAZABU
MINATO-KU, TOKYO","Monthly Costs ¥300,000",Available Now,Size 73.00 m²,"Deposit ¥580,000",Key Money ¥0,Floor 3 / 11F,Year Built 2004,Nearest Station Hiroo Station (8 min. walk)
"1R APARTMENT
IN IRIYA
TAITO-KU, TOKYO","Monthly Costs ¥62,000",Available Now,Size 16.20 m²,"Deposit ¥57,000","Key Money ¥57,000",Floor 9 / 9F,Year Built 1989,Nearest Station Iriya Station (2 min. walk)
"3LDK APARTMENT
IN AZABUMAMIANACHO
MINATO-KU, TOKYO","Monthly Costs ¥750,000",Available Now,Size 109.10 m²,"Deposit ¥750,000",Key Money ¥0,Floor 4 / 6F,Year Built 2008,Nearest Station Azabu-juban Station (5 min. walk)
"1K APARTMENT
IN KAMINOGE
SETAGAYA-KU, TOKYO","Monthly Costs ¥89,500",Available Now,Size 25.36 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 1F,Year Built 2013,Nearest Station Kaminoge Station (6 min. walk)
"1SLDK APARTMENT
IN SHOTO
SHIBUYA-KU, TOKYO","Monthly Costs ¥198,000",Available Now,Size 55.03 m²,"Deposit ¥396,000",Key Money ¥0,Floor 3 / 13F,Year Built 2001,Nearest Station Shinsen Station (9 min. walk)
"1K APARTMENT
IN KAMIOSAKI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥80,000",Available Now,Size 22.62 m²,"Deposit ¥75,000","Key Money ¥75,000",Floor 5 / 5F,Year Built 1978,Nearest Station Meguro Station (6 min. walk)
"1K APARTMENT
IN NAKAMURAMINAMI
NERIMA-KU, TOKYO","Monthly Costs ¥78,000",Available Now,Size 21.00 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 5F,Year Built 2009,Nearest Station Toritsu Kasei Station (10 min. walk)
"1K APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥170,000",Available Now,Size 27.16 m²,"Deposit ¥150,000",Key Money ¥0,Floor 8 / 14F,Year Built 1979,Nearest Station Roppongi Station (7 min. walk)
"1K APARTMENT
IN IKEBUKURO (2-4-CHOME)
TOSHIMA-KU, TOKYO","Monthly Costs ¥97,500",Available Now,Size 22.40 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 7F,Year Built 2013,Nearest Station Ikebukuro Station (9 min. walk)
"1K APARTMENT
IN KOENJIKITA
SUGINAMI-KU, TOKYO","Monthly Costs ¥83,000",Available Now,Size 21.65 m²,"Deposit ¥80,000","Key Money ¥80,000",Floor 2 / 2F,Year Built 2013,Nearest Station Koenji Station (5 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1LDK APARTMENT
IN SANEICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥134,000","Available From Apr 15, 2021",Size 43.20 m²,"Deposit ¥129,000","Key Money ¥129,000",Floor 2 / 5F,Year Built 1979,Nearest Station Akebonobashi Station (4 min. walk)
"2LDK APARTMENT
IN KOTOBUKI
TAITO-KU, TOKYO","Monthly Costs ¥161,000",Available Now,Size 57.77 m²,"Deposit ¥153,000","Key Money ¥153,000",Floor 5 / 8F,Year Built 2004,Nearest Station Kuramae Station (3 min. walk)
"1K APARTMENT
IN MITA
MINATO-KU, TOKYO","Monthly Costs ¥86,000",Available Now,Size 18.49 m²,"Deposit ¥80,000",Key Money ¥0,Floor 4 / 6F,Year Built 2001,Nearest Station Shirokane-takanawa Station (5 min. walk)
"1DK APARTMENT
IN SANNO
OTA-KU, TOKYO","Monthly Costs ¥125,000",Available Now,Size 37.63 m²,"Deposit ¥120,000",Key Money ¥0,Floor 1 / 3F,Year Built 1977,Nearest Station Omori Station (3 min. walk)
"1LDK APARTMENT
IN SAKURASHIMMACHI
SETAGAYA-KU, TOKYO","Monthly Costs ¥133,000",Available Now,Size 36.33 m²,"Deposit ¥130,000","Key Money ¥130,000",Floor 2 / 3F,Year Built 2011,Nearest Station Sakurashinmachi Station (3 min. walk)
"1R APARTMENT
IN KABUKICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥70,000",Available Now,Size 15.06 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 9F,Year Built 1981,Nearest Station Higashi-Shinjuku Station (7 min. walk)
"1R APARTMENT
IN NISHIKOJIYA
OTA-KU, TOKYO","Monthly Costs ¥84,000",Available Now,Size 28.98 m²,"Deposit ¥160,000",Key Money ¥0,Floor 2 / 6F,Year Built 2005,Nearest Station Otorii Station (6 min. walk)
"2LDK APARTMENT
IN ASAGAYAMINAMI
SUGINAMI-KU, TOKYO","Monthly Costs ¥185,000",Available Now,Size 54.68 m²,"Deposit ¥180,000","Key Money ¥180,000",Floor 3 / 3F,Year Built 2011,Nearest Station Asagaya Station (2 min. walk)
"1R APARTMENT
IN ASAKUSA
TAITO-KU, TOKYO","Monthly Costs ¥91,000",Available Now,Size 33.90 m²,"Deposit ¥85,000",Key Money ¥0,Floor 6 / 11F,Year Built 1994,Nearest Station Asakusa Station (6 min. walk)
"1R APARTMENT
IN KITAOTSUKA
TOSHIMA-KU, TOKYO","Monthly Costs ¥87,000",Available Now,Size 25.71 m²,"Deposit ¥81,000",Key Money ¥0,Floor 5 / 8F,Year Built 1998,Nearest Station Otsuka Station (2 min. walk)
"1LDK APARTMENT
IN MATSUGAOKA
NAKANO-KU, TOKYO","Monthly Costs ¥115,000",Available Now,Size 39.44 m²,"Deposit ¥109,000","Key Money ¥109,000",Floor 6 / 7F,Year Built 2000,Nearest Station Araiyakushimae Station (8 min. walk)
"1K APARTMENT
IN SHIMO
KITA-KU, TOKYO","Monthly Costs ¥84,000",Available Now,Size 25.60 m²,"Deposit ¥76,000","Key Money ¥76,000",Floor 8 / 9F,Year Built 2010,Nearest Station Shimo Station (3 min. walk)
"2DK APARTMENT
IN HIROO
SHIBUYA-KU, TOKYO","Monthly Costs ¥150,000",Available Now,Size 42.33 m²,"Deposit ¥290,000","Key Money ¥145,000",Floor 2 / 11F,Year Built 1985,Nearest Station Hiroo Station (8 min. walk)
"1R APARTMENT
IN KOTOBUKI
TAITO-KU, TOKYO","Monthly Costs ¥96,000",Available Now,Size 28.75 m²,"Deposit ¥89,000","Key Money ¥89,000",Floor 5 / 9F,Year Built 2008,Nearest Station Tawaramachi Station (4 min. walk)
"1K APARTMENT
IN EBISU
SHIBUYA-KU, TOKYO","Monthly Costs ¥169,000",Available Now,Size 30.60 m²,"Deposit ¥163,000",Key Money ¥0,Floor 6 / 10F,Year Built 2005,Nearest Station Ebisu Station (1 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN KAMIDAIRA
FUSSA-SHI, TOKYO","Monthly Costs ¥52,540",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2002,Nearest Station Fussa Station (9 min. walk)
"1R APARTMENT
IN HIGASHIJUJO
KITA-KU, TOKYO","Monthly Costs ¥105,000",Available Now,Size 31.62 m²,"Deposit ¥190,000",Key Money ¥0,Floor 6 / 14F,Year Built 2007,Nearest Station Higashijujo Station (2 min. walk)
"1K APARTMENT
IN HIGASHIJUJO
KITA-KU, TOKYO","Monthly Costs ¥63,000",Available Now,Size 19.89 m²,"Deposit ¥58,000","Key Money ¥58,000",Floor 4 / 7F,Year Built 1991,Nearest Station Higashijujo Station (4 min. walk)
"1K APARTMENT
IN OJI
KITA-KU, TOKYO","Monthly Costs ¥87,000",Available Now,Size 25.24 m²,"Deposit ¥82,000",Key Money ¥0,Floor 6 / 7F,Year Built 2003,Nearest Station Ouji Kamiya Station (3 min. walk)
"1K APARTMENT
IN TAISHIDO
SETAGAYA-KU, TOKYO","Monthly Costs ¥83,500",Available Now,Size 20.61 m²,"Deposit ¥75,000",Key Money ¥0,Floor 6 / 9F,Year Built 2014,Nearest Station Sangenjaya Station (5 min. walk)
"1K APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥105,000",Available Now,Size 27.00 m²,Deposit ¥0,Key Money ¥0,Floor 8 / 12F,Year Built 2012,Nearest Station Hatsudai Station (5 min. walk)
"1K APARTMENT
IN HIGASHIYAMA
MEGURO-KU, TOKYO","Monthly Costs ¥93,000",Available Now,Size 21.82 m²,"Deposit ¥84,000","Key Money ¥84,000",Floor 4 / 5F,Year Built 2000,Nearest Station Yutenji Station (10 min. walk)
"1K APARTMENT
IN SHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥82,000",Available Now,Size 20.02 m²,"Deposit ¥77,000","Key Money ¥77,000",Floor 1 / 6F,Year Built 2001,Nearest Station Shinjuku Gyoen Mae Station (6 min. walk)
"1K APARTMENT
IN EBARA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥70,000",Available Now,Size 20.25 m²,"Deposit ¥67,000","Key Money ¥67,000",Floor 2 / 2F,Year Built 1996,Nearest Station Musashi Koyama Station (10 min. walk)
"1K APARTMENT
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥82,000",Available Now,Size 19.46 m²,"Deposit ¥79,000",Key Money ¥0,Floor 2 / 2F,Year Built 2005,Nearest Station Sakurajousui Station (6 min. walk)
"1R APARTMENT
IN HIROO
SHIBUYA-KU, TOKYO","Monthly Costs ¥185,000",Available Now,Size 39.10 m²,"Deposit ¥185,000",Key Money ¥0,Floor 2 / 13F,Year Built 1997,Nearest Station Ebisu Station (6 min. walk)
"1K APARTMENT
IN MATSUGAYA
TAITO-KU, TOKYO","Monthly Costs ¥104,000",Available Now,Size 28.72 m²,"Deposit ¥97,000","Key Money ¥97,000",Floor 3 / 14F,Year Built 2009,Nearest Station Asakusa Station (6 min. walk)
"1K APARTMENT
IN MEGURITACHO
HIGASHIMURAYAMA-SHI, TOKYO","Monthly Costs ¥60,540",Available Now,Size 20.14 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2009,Nearest Station Musashiyamato Station (5 min. walk)
"1K APARTMENT
IN MIDORI
SUMIDA-KU, TOKYO","Monthly Costs ¥78,000",Available Now,Size 20.47 m²,"Deposit ¥70,000","Key Money ¥70,000",Floor 6 / 9F,Year Built 2007,Nearest Station Ryogoku Station (9 min. walk)
"1R APARTMENT
IN MINAMIOI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥120,000",Available Now,Size 13.00 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 5F,Year Built 1978,Nearest Station Omori Station (5 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN HIGASHINIHOMBASHI
CHUO-KU, TOKYO","Monthly Costs ¥86,000",Available Now,Size 20.35 m²,"Deposit ¥80,000",Key Money ¥0,Floor 5 / 13F,Year Built 2001,Nearest Station Bakurochou Station (4 min. walk)
"1LDK APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥220,000",Available Now,Size 42.28 m²,"Deposit ¥410,000","Key Money ¥205,000",Floor 14 / 44F,Year Built 2010,Nearest Station Tochomae Station (5 min. walk)
"1K APARTMENT
IN NIHOMBASHININGYOCHO
CHUO-KU, TOKYO","Monthly Costs ¥115,000",Available Now,Size 25.75 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 17F,Year Built 2005,Nearest Station Ningyouchou Station (1 min. walk)
"1R APARTMENT
IN HIGASHIKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥84,000",Available Now,Size 30.69 m²,"Deposit ¥77,000",Key Money ¥0,Floor 3 / 8F,Year Built 2005,Nearest Station Kasai Station (12 min. walk)
"1R APARTMENT
IN HIGASHINAKANO
NAKANO-KU, TOKYO","Monthly Costs ¥188,000",Available Now,Size 70.36 m²,"Deposit ¥178,000","Key Money ¥178,000",Floor 6 / 7F,Year Built 2006,Nearest Station Higashinakano Station (5 min. walk)
"2LDK APARTMENT
IN HONCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥130,000",Available Now,Size 56.31 m²,"Deposit ¥120,000",Key Money ¥0,Floor 2 / 5F,Year Built 1990,Nearest Station Itabashi Honchou Station (5 min. walk)
"1K APARTMENT
IN IGUSA
SUGINAMI-KU, TOKYO","Monthly Costs ¥54,000",Available Now,Size 16.80 m²,"Deposit ¥50,000",Key Money ¥0,Floor 4 / 4F,Year Built 1994,Nearest Station Iogi Station (5 min. walk)
"1LDK APARTMENT
IN HONKOMAGOME
BUNKYO-KU, TOKYO","Monthly Costs ¥154,000",Available Now,Size 41.35 m²,"Deposit ¥144,000",Key Money ¥0,Floor 15 / 15F,Year Built 2008,Nearest Station Honkomagome Station (5 min. walk)
"2DK APARTMENT
IN YUTENJI
MEGURO-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 41.00 m²,"Deposit ¥134,000","Key Money ¥134,000",Floor 1 / 4F,Year Built 1995,Nearest Station Yutenji Station (6 min. walk)
"2LDK APARTMENT
IN TORANOMON
MINATO-KU, TOKYO","Monthly Costs ¥358,000",Available Now,Size 65.75 m²,"Deposit ¥320,000","Key Money ¥320,000",Floor 5 / 30F,Year Built 2008,Nearest Station Kamiyacho Station (4 min. walk)
"1LDK APARTMENT
IN SAKURAGAOKACHO
SHIBUYA-KU, TOKYO","Monthly Costs ¥249,000",Available Now,Size 52.92 m²,"Deposit ¥239,000",Key Money ¥0,Floor 4 / 8F,Year Built 2007,Nearest Station Shibuya Station (8 min. walk)
"1R APARTMENT
IN MINAMIKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥56,000",Available Now,Size 19.80 m²,Deposit ¥0,"Key Money ¥51,000",Floor 4 / 9F,Year Built 1992,Nearest Station Kasai Station (15 min. walk)
"1LDK APARTMENT
IN SHIMOMEGURO
MEGURO-KU, TOKYO","Monthly Costs ¥169,000",Available Now,Size 40.54 m²,"Deposit ¥156,000","Key Money ¥156,000",Floor 2 / 11F,Year Built 2010,Nearest Station Fudoumae Station (5 min. walk)
"1K APARTMENT
IN KAMISHAKUJII
NERIMA-KU, TOKYO","Monthly Costs ¥75,000",Available Now,Size 21.00 m²,"Deposit ¥69,000","Key Money ¥69,000",Floor 2 / 2F,Year Built 2008,Nearest Station Kamishakujii Station (3 min. walk)
"2LDK APARTMENT
IN SUMIDA
SUMIDA-KU, TOKYO","Monthly Costs ¥139,000",Available Now,Size 66.80 m²,"Deposit ¥266,000",Key Money ¥0,Floor 4 / 4F,Year Built 1999,Nearest Station Higashimukoujima Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN TAKAMATSUCHO
TACHIKAWA-SHI, TOKYO","Monthly Costs ¥76,040",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2003,Nearest Station Tachikawa Station (10 min. walk)
"1LDK APARTMENT
IN MATSUGAYA
TAITO-KU, TOKYO","Monthly Costs ¥147,000",Available Now,Size 42.99 m²,"Deposit ¥139,000","Key Money ¥139,000",Floor 7 / 7F,Year Built 2009,Nearest Station Asakusa Station (6 min. walk)
"1R APARTMENT
IN YOYOGI
SHIBUYA-KU, TOKYO","Monthly Costs ¥92,000",Available Now,Size 26.96 m²,"Deposit ¥81,000",Key Money ¥0,Floor 10 / 14F,Year Built 1975,Nearest Station Hatsudai Station (4 min. walk)
"1K APARTMENT
IN TOYOTAMAKITA
NERIMA-KU, TOKYO","Monthly Costs ¥76,000",Available Now,Size 20.98 m²,"Deposit ¥68,000",Key Money ¥0,Floor 2 / 5F,Year Built 2006,Nearest Station Sakuradai Station (10 min. walk)
"1K APARTMENT
IN NAKANO
NAKANO-KU, TOKYO","Monthly Costs ¥88,000",Available Now,Size 22.94 m²,"Deposit ¥83,000","Key Money ¥83,000",Floor 2 / 6F,Year Built 2006,Nearest Station Higashi Koenji Station (6 min. walk)
"1R APARTMENT
IN KAMEIDO
KOTO-KU, TOKYO","Monthly Costs ¥90,500",Available Now,Size 25.16 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 6F,Year Built 2010,Nearest Station Kameidosuijin Station (9 min. walk)
"1K APARTMENT
IN OMORIKITA
OTA-KU, TOKYO","Monthly Costs ¥79,000",Available Now,Size 21.53 m²,"Deposit ¥70,000","Key Money ¥70,000",Floor 11 / 12F,Year Built 1999,Nearest Station Heiwajima Station (2 min. walk)
"2LDK APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥399,000",Available Now,Size 74.10 m²,"Deposit ¥1,596,000",Key Money ¥0,Floor 23 / 40F,Year Built 2011,Nearest Station Tochomae Station (5 min. walk)
"2LDK APARTMENT
IN NISHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥225,000",Available Now,Size 52.64 m²,"Deposit ¥426,000",Key Money ¥0,Floor 7 / 11F,Year Built 2000,Nearest Station Roppongi Station (9 min. walk)
"1K APARTMENT
IN OJIMA
KOTO-KU, TOKYO","Monthly Costs ¥65,000",Available Now,Size 18.60 m²,"Deposit ¥65,000",Key Money ¥0,Floor 11 / 12F,Year Built 1990,Nearest Station Nishiojima Station (3 min. walk)
"1K APARTMENT
IN OI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥83,000",Available Now,Size 20.35 m²,"Deposit ¥75,000","Key Money ¥75,000",Floor 7 / 13F,Year Built 2002,Nearest Station Oimachi Station (7 min. walk)
"1LDK APARTMENT
IN KITASENZOKU
OTA-KU, TOKYO","Monthly Costs ¥159,000",Available Now,Size 36.47 m²,"Deposit ¥155,000",Key Money ¥0,Floor 2 / 2F,Year Built 2014,Nearest Station Ōokayama Station (5 min. walk)
"1K APARTMENT
IN NAKAKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥68,000",Available Now,Size 21.24 m²,"Deposit ¥63,000",Key Money ¥0,Floor 3 / 10F,Year Built 1994,Nearest Station Kasai Station (3 min. walk)
"1R APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥88,500",Available Now,Size 21.68 m²,Deposit ¥0,Key Money ¥0,Floor 7 / 7F,Year Built 2013,Nearest Station Nishishinjuku Go Choume Station (5 min. walk)
"1K APARTMENT
IN SANGENJAYA
SETAGAYA-KU, TOKYO","Monthly Costs ¥72,000",Available Now,Size 19.87 m²,"Deposit ¥69,000","Key Money ¥69,000",Floor 1 / 3F,Year Built 1989,Nearest Station Nishitaishidou Station (6 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1R APARTMENT
IN HIGASHIJUJO
KITA-KU, TOKYO","Monthly Costs ¥95,000",Available Now,Size 28.80 m²,"Deposit ¥170,000",Key Money ¥0,Floor 4 / 14F,Year Built 2007,Nearest Station Higashijujo Station (2 min. walk)
"1K APARTMENT
IN KAMATA
SETAGAYA-KU, TOKYO","Monthly Costs ¥61,000",Available Now,Size 21.00 m²,"Deposit ¥56,000",Key Money ¥0,Floor 2 / 2F,Year Built 1995,Nearest Station Futako-Tamagawa Station (10 min. by bus)
"1K APARTMENT
IN MINAMINAGASAKI
TOSHIMA-KU, TOKYO","Monthly Costs ¥68,000",Available Now,Size 18.12 m²,"Deposit ¥65,000",Key Money ¥0,Floor 2 / 4F,Year Built 1999,Nearest Station Shiina Machi Station (4 min. walk)
"3LDK APARTMENT
IN NISHIGOTANDA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥217,000",Available Now,Size 63.78 m²,"Deposit ¥414,000",Key Money ¥0,Floor 3 / 8F,Year Built 2001,Nearest Station Fudoumae Station (5 min. walk)
"2LDK APARTMENT
IN KAMISHAKUJII
NERIMA-KU, TOKYO","Monthly Costs ¥113,040",Available Now,Size 50.05 m²,"Deposit ¥109,500",Key Money ¥0,Floor 1 / 2F,Year Built 2011,Nearest Station Kamishakujii Station (10 min. walk)
"1K APARTMENT
IN NOGATA
NAKANO-KU, TOKYO","Monthly Costs ¥73,000",Available Now,Size 18.53 m²,"Deposit ¥70,000","Key Money ¥70,000",Floor 2 / 2F,Year Built 2006,Nearest Station Nogata Station (5 min. walk)
"1K APARTMENT
IN HONCHO
NAKANO-KU, TOKYO","Monthly Costs ¥90,000",Available Now,Size 24.87 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 6F,Year Built 2003,Nearest Station Nakanoshinbashi Station (4 min. walk)
"1R APARTMENT
IN WAKABAYASHI
SETAGAYA-KU, TOKYO","Monthly Costs ¥116,000",Available Now,Size 26.09 m²,"Deposit ¥107,000",Key Money ¥0,Floor 4 / 6F,Year Built 2007,Nearest Station Nishitaishidou Station (4 min. walk)
"1K APARTMENT
IN SHIBUYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥142,000",Available Now,Size 25.04 m²,"Deposit ¥264,000","Key Money ¥132,000",Floor 5 / 12F,Year Built 2011,Nearest Station Shibuya Station (6 min. walk)
"1SLDK APARTMENT
IN TSUKIJI
CHUO-KU, TOKYO","Monthly Costs ¥228,000",Available Now,Size 63.08 m²,"Deposit ¥228,000",Key Money ¥0,Floor 9 / 13F,Year Built 2005,Nearest Station Tsukiji Station (4 min. walk)
"1K APARTMENT
IN YAMABUKICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥99,000",Available Now,Size 23.76 m²,Deposit ¥0,Key Money ¥0,Floor 6 / 12F,Year Built 2008,Nearest Station Edogawabashi Station (3 min. walk)
"1K APARTMENT
IN HIGASHIYUKIGAYA
OTA-KU, TOKYO","Monthly Costs ¥89,540",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2010,Nearest Station Ishikawadai Station (9 min. walk)
"2DK APARTMENT
IN KITAZAWA
SETAGAYA-KU, TOKYO","Monthly Costs ¥212,000",Available Now,Size 53.34 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 3F,Year Built 2006,Nearest Station Sasazuka Station (8 min. walk)
"1K APARTMENT
IN NARIHIRA
SUMIDA-KU, TOKYO","Monthly Costs ¥99,000",Available Now,Size 27.30 m²,"Deposit ¥92,000",Key Money ¥0,Floor 6 / 11F,Year Built 2007,Nearest Station Oshiage Station (2 min. walk)
"1K APARTMENT
IN KITAOTSUKA
TOSHIMA-KU, TOKYO","Monthly Costs ¥85,500",Available Now,Size 21.26 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 11F,Year Built 2001,Nearest Station Otsuka Station (3 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"2DK APARTMENT
IN HIGASHINAKANO
NAKANO-KU, TOKYO","Monthly Costs ¥155,000",Available Now,Size 54.00 m²,"Deposit ¥150,000","Key Money ¥150,000",Floor 1 / 3F,Year Built 2000,Nearest Station Higashinakano Station (10 min. walk)
"1K APARTMENT
IN NAKANE
MEGURO-KU, TOKYO","Monthly Costs ¥82,000",Available Now,Size 17.85 m²,"Deposit ¥79,000",Key Money ¥0,Floor 1 / 1F,Year Built 2008,Nearest Station Toritsu-daigaku Station (3 min. walk)
"1K APARTMENT
IN KOKURYOCHO
CHOFU-SHI, TOKYO","Monthly Costs ¥61,550",Available Now,Size 19.87 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2000,Nearest Station Kokuryou Station (6 min. walk)
"1K APARTMENT
IN KOENJIMINAMI
SUGINAMI-KU, TOKYO","Monthly Costs ¥84,000",Available Now,Size 20.15 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 7F,Year Built 2006,Nearest Station Higashi Koenji Station (5 min. walk)
"1DK APARTMENT
IN OTOWA
BUNKYO-KU, TOKYO","Monthly Costs ¥118,000",Available Now,Size 33.93 m²,"Deposit ¥109,500",Key Money ¥0,Floor 11 / 11F,Year Built 1998,Nearest Station Gokokuji Station (6 min. walk)
"1R APARTMENT
IN KITAUENO
TAITO-KU, TOKYO","Monthly Costs ¥120,000",Available Now,Size 21.61 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 5F,Year Built 1965,Nearest Station Iriya Station (4 min. walk)
"3LDK HOUSE
IN HIGASHIYAMA
MEGURO-KU, TOKYO","Monthly Costs ¥390,000",Available Now,Size 104.57 m²,"Deposit ¥390,000","Key Money ¥390,000",Not Available,Year Built 2009,Nearest Station Ikejiriohashi Station (4 min. walk)
"2DK APARTMENT
IN NISHITSUTSUJIGAOKA
CHOFU-SHI, TOKYO","Monthly Costs ¥72,300",Available Now,Size 42.00 m²,"Deposit ¥140,000",Key Money ¥0,Floor 3 / 5F,Year Built 1991,Nearest Station Tsutsujigaoka Station (7 min. walk)
"1R APARTMENT
IN HIGASHIAZABU
MINATO-KU, TOKYO","Monthly Costs ¥148,000",Available Now,Size 26.77 m²,"Deposit ¥142,000","Key Money ¥142,000",Floor 6 / 12F,Year Built 2007,Nearest Station Akabanebashi Station (3 min. walk)
"PRIVATE GUESTHOUSE
IN NISHIKANDA
CHIYODA-KU, TOKYO","Monthly Costs ¥31,600",Available Now,Size 12.00 m²,"Deposit ¥10,000",Key Money ¥0,Floor 4 / 5F,Year Built 1985,Nearest Station Suidoubashi Station (5 min. walk)
"2LDK APARTMENT
IN FUNABORI
EDOGAWA-KU, TOKYO","Monthly Costs ¥100,500",Available Now,Size 65.00 m²,"Deposit ¥97,500",Key Money ¥0,Floor 3 / 6F,Year Built 1998,Nearest Station Funabori Station (5 min. walk)
"1K APARTMENT
IN GINZA
CHUO-KU, TOKYO","Monthly Costs ¥150,000",Available Now,Size 26.73 m²,"Deposit ¥150,000","Key Money ¥150,000",Floor 9 / 14F,Year Built 2004,Nearest Station Higashiginza Station (2 min. walk)
"1LDK APARTMENT
IN AKASAKA
MINATO-KU, TOKYO","Monthly Costs ¥505,000 negotiable",Available Now,Size 53.91 m²,"Deposit ¥980,000",Key Money ¥0,Floor 18 / 18F,Year Built 2008,Nearest Station Akasaka Station (6 min. walk)
"1K APARTMENT
IN TAKADA
TOSHIMA-KU, TOKYO","Monthly Costs ¥68,000",Available Now,Size 19.03 m²,"Deposit ¥63,000","Key Money ¥63,000",Floor 5 / 5F,Year Built 1985,Nearest Station Takadanobaba Station (7 min. walk)
"1K APARTMENT
IN TAKANODAI
NERIMA-KU, TOKYO","Monthly Costs ¥81,550",Available Now,Size 23.61 m²,Deposit ¥0,"Key Money ¥38,000",Floor 2 / 2F,Year Built 2007,Nearest Station Nerima Takanodai Station (10 min. walk)
